Id,jobTitle,companyName,postedDate,numOfApplicants,sizeOfEmployee,seniorityLevel,employmentType,jobFunction,companyIndustry
267,Waliku MEAL & Data Science Consultant LEARNING NEVER STOPS,Save The Children,Posted 3 days ago,0 applicants,,Associate,Full-time,Information Technology,Hospitality
268,System Business Analyst,Medion Group,Posted 2 weeks ago,88 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Electrical & Electronic Manufacturing', 'Industrial Automation', 'Mechanical Or Industrial Engineering']"
269,Business Analyst MD Beauty,Jd .Id (Pt Ritel Bersama Nasional),Posted 3 days ago,1 applicant,,Associate,Full-time,"['Business Development', 'Sales']",Retail
270,Sales Performance Specialist,Lamudi.Co.Id,Posted 5 days ago,0 applicants,,Entry level,Full-time,Human Resources,Consumer Goods
271,Credit Improvement,PT. Astra Welab Digital Arta,Posted 2 weeks ago,22 applicants,,Entry level,Full-time,"['Finance', 'Sales']","['Information Technology & Services', 'Banking', 'Financial Services']"
272,Data Analysis and Management – Tool Manufacturer - Jakarta,People Search Indonesia,Posted 3 weeks ago,0 applicants,,Entry level,Full-time,Information Technology,"['Chemicals', 'Staffing & Recruiting', 'Consumer Goods']"
273,Business Analyst (Buyer) - South Jakarta,ULA,Posted 2 weeks ago,8 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Internet']"
274,Business Analyst MD Beauty,JD .ID (PT Ritel Bersama Nasional),Posted 1 month ago,33 applicants,,Associate,Full-time,"['Business Development', 'Sales']",Retail
275,Lowongan Business Analyst (SAP FICO),PT Korea Tomorrow & Global Indonesia,Posted 2 weeks ago,20 applicants,,Associate,Full-time,"['Business Development', 'Sales']",Retail
276,Business Analyst,Ruang Scale Up,Posted 3 months ago,135 applicants,,,Full-time,"['Business Development', 'Sales']",Marketing & Advertising
277,Lowongan IT Development Staff,PT Porto Indonesia Sejahtera,Posted 1 week ago,12 applicants,,Associate,Full-time,Information Technology,Electrical & Electronic Manufacturing
278,Product Consultant (Business Analyst),SMART Customs,Posted 3 weeks ago,8 applicants,,Associate,Full-time,"['Consulting', 'Information Technology', 'Sales']","['Information Technology & Services', 'Computer Software', 'Management Consulting']"
279,Lowongan IT Infrastruktur,PT Porto Indonesia Sejahtera,Posted 1 week ago,16 applicants,,Associate,Full-time,Information Technology,Electrical & Electronic Manufacturing
280,IT Business Analyst,Berkah Putra Mandala Group,Posted 1 month ago,19 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Internet', 'Telecommunications']"
281,IT Business Analyst,PT. Asian Sigma Technology,Posted 1 week ago,26 applicants,,Associate,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
282,Business Analyst,NTT,Posted 2 weeks ago,7 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
283,"Business Analyst, GoSend Web Portal",Go-Jek,Posted 5 days ago,0 applicants,,Associate,Full-time,"['Business Development', 'Sales']",Marketing & Advertising
284,Lowongan Customer Care Analyst,PT Central Mega Kencana,Posted 3 weeks ago,174 applicants,,Entry level,Full-time,"['Customer Service', 'Information Technology']",Luxury Goods & Jewelry
285,Programmer - Web Full Stack (Project Based),PT Nusantara Compnet Integrator,Posted 7 hours ago,1 applicant,,Associate,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
286,Business Analyst - IT - Accounting,PT Astra Graphia Information Technology,Posted 3 weeks ago,26 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Computer & Network Security']"
287,BUSINESS ANALYST,Lapomps Creative Studio,Posted 4 months ago,66 applicants,,,Full-time,Business Development,"['Marketing & Advertising', 'Design', 'Consumer Goods']"
288,Analyst / Senior Analyst - Operating Finance,General Motors,Posted 3 days ago,10 applicants,,Associate,Full-time,"['Finance', 'Sales']",
289,IT Business Analyst,Vesperia Global Merdeka,Posted 1 month ago,20 applicants,,Associate,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
290,Fleet Support Data Assistant Manager,Ninja Van,Posted 4 days ago,0 applicants,,Entry level,Full-time,Other,Logistics & Supply Chain
291,Senior Product Manager - Jakarta,Halodoc ID,Posted 2 days ago,23 applicants,,Associate,Full-time,"['Product Management', 'Marketing']",
292,Lowongan Head of Administration,PT JAC Indonesia,Posted 4 days ago,66 applicants,,Director,Full-time,"['Management', 'Manufacturing']",Management Consulting
293,Business Analyst Manager,Warung Pintar,Posted 2 weeks ago,44 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Marketing & Advertising', 'Internet', 'Consumer Goods']"
294,Product Manager,Tjetak,Posted 2 months ago,156 applicants,,Entry level,Full-time,"['Product Management', 'Marketing']","['Information Technology & Services', 'Computer Software', 'Consumer Goods']"
295,Business Analyst,Refactory.id,Posted 2 weeks ago,27 applicants,,,Full-time,Business Development,Information Technology & Services
296,Product Owner (Business Analyst),Jobs MNC,Posted 4 months ago,19 applicants,,Director,Contract,"['Engineering', 'Information Technology']","['Marketing & Advertising', 'Information Technology & Services', 'Computer Software']"
297,Research Senior Analyst (Mama's Choice) - Jakarta,theAsianparent,Posted 5 days ago,13 applicants,,Associate,Full-time,"['Research', 'Analyst', 'Information Technology']",
298,Operation Analyst,PT. Eden Pangan Indonesia (Eden Farm),Posted 1 month ago,39 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Marketing & Advertising', 'Information Technology & Services', 'Internet']"
299,IT Service Incident Specialist,PT BFI Finance Indonesia Tbk,Posted 1 week ago,3 applicants,,Entry level,Full-time,Information Technology,"['Information Technology & Services', 'Computer Software', 'Internet']"
300,Lowongan Digital Analyst,PT Kontak Perkasa,Posted 2 weeks ago,8 applicants,,Entry level,Full-time,Other,"['Banking', 'Financial Services']"
301,Research Senior Analyst (Mama's Choice),theAsianparent,Posted 2 weeks ago,27 applicants,,Associate,Full-time,"['Research', 'Analyst', 'Information Technology']","['Online Media', 'Internet', 'Consumer Goods']"
302,Senior Product Manager,Halodoc ID,Posted 3 weeks ago,31 applicants,,Associate,Full-time,"['Product Management', 'Marketing']","['Information Technology & Services', 'Computer Software', 'Internet']"
303,Data Warehouse Engineer - GoPay,Go-Jek,Posted 4 days ago,0 applicants,,Entry level,Full-time,"['Business Development', 'Sales']",Hospitality
304,Business Analyst Regulatory Banking,NTT INDONESIA DIGITAL BUSINESS SOLUTIONS,Posted 3 months ago,7 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
305,Senior Business Intelligence,Soyaka AI (Shox),Posted 1 month ago,2 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Logistics & Supply Chain', 'Consumer Goods', 'Retail']"
306,Oracle Business Analyst,PT Serba Mulia Auto,Posted 3 weeks ago,11 applicants,,Associate,Full-time,"['Business Development', 'Sales']",Automotive
307,Digital Marketing Specialist Freelance,Kisah Tani,Posted 1 week ago,28 applicants,,,Full-time,"['Marketing', 'Sales']",Food & Beverages
308,Lowongan Collection Quality Control – Tangerang Area,PT Pembiayaan Digital Indonesia,Posted 3 weeks ago,32 applicants,,Entry level,Full-time,"['Accounting/Auditing', 'Finance']","['Banking', 'Financial Services']"
309,Business Analyst,PT Meverest Ventures International,Posted 1 week ago,24 applicants,,Associate,Full-time,"['Business Development', 'Sales']",Information Services
310,Lowongan IT Full Stack Developer / IT ODOO Developer,PT Porto Indonesia Sejahtera,Posted 1 week ago,3 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",Electrical & Electronic Manufacturing
311,Lowongan Commercial Business Analyst Supervisor,PT Softex Indonesia,Posted 3 weeks ago,277 applicants,,Associate,Full-time,"['Business Development', 'Sales']",Electrical & Electronic Manufacturing
312,Senior Data Analyst,Agate,Posted 1 month ago,2 applicants,,Associate,Full-time,Information Technology,"['Information Technology & Services', 'Computer Software', 'Computer Games']"
313,Senior Business Intelligence Analyst,SayurBox,Posted 1 month ago,84 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Internet']"
314,HRIS & Payroll Associate - South Jakarta,Schenker Petrolog Utama PT,Posted 1 week ago,80 applicants,,Entry level,Full-time,Information Technology,"['Logistics & Supply Chain', 'Financial Services', 'Transportation/Trucking/Railroad']"
315,Sr Business Analyst,Andalin,Posted 1 month ago,45 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Internet']"
316,Senior Associate Business Analyst - Jakarta,NTT Ltd.,Posted 2 weeks ago,3 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
317,PHP Developer,Pt Inging Teknologi Internasional,Posted 1 week ago,3 applicants,,Associate,Full-time,Production,Automotive
318,Senior Business Analyst and Junior Business Analyst,Karir Consulting,Posted 5 months ago,22 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Internet']"
319,IT Business Analyst,PT Anabatic Digital Raya,Posted 2 weeks ago,17 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
320,Fullstack Developer,OrderOnline.id,Posted 1 week ago,7 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
321,Tax Specialist,Bibit,Posted 1 week ago,40 applicants,,Entry level,Full-time,"['Accounting/Auditing', 'Finance']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
322,Product Owner,Pt Nyala Inovasi Properti,Posted 1 month ago,20 applicants,,Associate,Full-time,Production,Information Technology & Services
323,System Integration Developer,Youtap Indonesia,Posted 1 month ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
324,Key Opinion Leader (KOL) Specialist Gaming,Multilateral Global Cahaya,Posted 2 weeks ago,26 applicants,,Associate,Full-time,Public Relations,Marketing & Advertising
325,"Senior Business Analyst, Indonesia",iZeno,Posted 2 weeks ago,20 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Management Consulting']"
326,"Senior Business Analyst, Indonesia",iZeno,Posted 1 month ago,1 applicant,,Associate,Full-time,"['Business Development', 'Sales']",Information Technology & Services
327,Tax Specialist - Jakarta,Bibit,Posted 5 days ago,6 applicants,,Entry level,Full-time,"['Accounting/Auditing', 'Finance']",
328,Business Analyst Manager - Jakarta,AXA Bank,Posted 5 days ago,15 applicants,,Associate,Full-time,"['Business Development', 'Sales']",
329,IT PLANNING SENIOR ANALYST,Bina Nusantara Group,Posted 1 month ago,3 applicants,,Associate,Full-time,Information Technology,"['Information Technology & Services', 'Higher Education', 'Education Management']"
330,Commercial Finance Senior Analyst - The Kraft Heinz Company,The Kraft Heinz Company,Posted 18 hours ago,10 applicants,,Associate,Full-time,"['Finance', 'Sales']","['Food & Beverages', 'Food Production', 'Consumer Goods']"
331,Lowongan IT Planning Senior Analyst,Yayasan Bina Nusantara,Posted 1 week ago,1 applicant,,Associate,Full-time,Information Technology,"['Education Management', 'Higher Education', 'Primary/Secondary Education']"
332,Business Office,Pt Republik Indonesia Finance,Posted 4 days ago,0 applicants,,Entry level,Full-time,"['Project Management', 'Information Technology']",Logistics & Supply Chain
333,Senior Associate Business Analyst - Central Jakarta,NTT,Posted 2 weeks ago,0 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
334,Business Development & Partnerships Executive,PT Pintu Kemana Saja,Posted 1 day ago,4 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Computer Software', 'Internet', 'Financial Services']"
335,Business Process Lead,Soyaka AI (Shox),Posted 1 month ago,2 applicants,,Associate,Full-time,"['Management', 'Manufacturing']","['Logistics & Supply Chain', 'Consumer Goods', 'Retail']"
336,Senior Merchandiser,PT. Jakarta Notebook,Posted 1 month ago,32 applicants,,Associate,Full-time,"['Marketing', 'Sales']","['Marketing & Advertising', 'Online Media', 'Financial Services']"
337,Senior Merchandiser,Jakmall,Posted 3 weeks ago,32 applicants,,Associate,Full-time,"['Marketing', 'Sales']","['Marketing & Advertising', 'Online Media', 'Internet']"
338,Apprenticeship Program (Terrie),Pt Citra Tubindo Tbk,Posted 2 weeks ago,118 applicants,,,Full-time,Other,Oil & Energy
339,Senior ETL Engineer,PT. Electronic Data Interchange Indonesia (Subsidiary of Pelabuhan Indonesia II - IPC),Posted 4 months ago,13 applicants,,Director,Full-time,Information Technology,Computer Software
340,Senior Pega Business Analyst,PT Anabatic Digital Raya,Posted 1 month ago,0 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
341,Senior Java Springboot Developer,PT. Electronic Data Interchange Indonesia (Subsidiary of Pelabuhan Indonesia II - IPC),Posted 4 months ago,3 applicants,,Director,Full-time,"['Information Technology', 'Engineering']",Computer Software
342,Senior IT Business Analyst (Insurance Project),NTT INDONESIA DIGITAL BUSINESS SOLUTIONS,Posted 3 weeks ago,10 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
343,Data Scientist,Glints,Posted 2 hours ago,7 applicants,201-500 employees,Entry level,Full-time,"['Engineering', 'Information Technology']",Human Resources
344,Data Scientist,Traveloka,Posted 5 days ago,182 applicants,"1,001-5,000 employees",Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
345,Data Warehouse Analyst,Badan Pertanahan Nasional,Posted 2 hours ago,23 applicants,,Associate,Contract,"['Business Development', 'Sales']",
346,Data Scientist,Pt. Cudo Communications,Posted 3 weeks ago,34 applicants,,Associate,Full-time,Information Technology,Information Technology & Services
347,Senior Data Engineer,Akseleran,Posted 2 days ago,20 applicants,51-200 employees,Mid-Senior level,Full-time,"['Analyst', 'Engineering', 'Information Technology']","['Financial Services', 'Information Technology & Services']"
